Name,"CAM-B3LYP/6-311G(d,p)","HOMO CAM-B3LYP/6-311G(d,p)","LUMO CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","HOMO bhandhlyp/6-311G(d,p)","LUMO bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)","HOMO PBE1PBE/6-311G(d,p)","LUMO PBE1PBE/6-311G(d,p)",LSF
10ed_29b_13ea,1.342,-5.87,-3.073,1.305,-5.514,-3.212,1.236,-5.081,-3.696,1.18504795794
6ed_44b_5ea,1.304,-5.811,-2.965,1.243,-5.434,-3.088,1.107,-4.966,-3.609,1.18523403003
7ed_28b_13ea,1.353,-5.941,-3.153,1.329,-5.607,-3.301,1.272,-5.177,-3.791,1.18547584353
11ed_38b_3ea,1.307,-6.025,-3.28,1.247,-5.645,-3.395,1.116,-5.195,-3.9,1.1856444123899998
2ed_38b_3ea,1.34,-6.043,-3.084,1.304,-5.681,-3.215,1.226,-5.255,-3.77,1.18621016934
3ed_38b_1ea,1.336,-6.041,-3.089,1.295,-5.681,-3.229,1.212,-5.27,-3.796,1.18638089268
6ed_44b_8ea,1.311,-5.964,-3.137,1.258,-5.612,-3.27,1.126,-5.144,-3.792,1.18690948869
10ed_38b_11ea,1.325,-5.88,-2.998,1.277,-5.515,-3.128,1.173,-5.059,-3.646,1.1870298568199997
6ed_44b_12ea,1.307,-5.918,-3.076,1.25,-5.554,-3.205,1.112,-5.086,-3.729,1.1870802120299997
13ed_38b_1ea,1.315,-6.069,-3.231,1.257,-5.689,-3.358,1.138,-5.262,-3.896,1.1874566651699998
20ed_38b_9ea,1.326,-5.897,-3.013,1.276,-5.521,-3.137,1.175,-5.082,-3.667,1.18752560085
5ed_38b_1ea,1.312,-5.956,-3.126,1.26,-5.603,-3.259,1.127,-5.136,-3.782,1.18776418263
3ed_38b_10ea,1.332,-5.945,-3.004,1.289,-5.578,-3.136,1.194,-5.141,-3.683,1.1879874156599999
11ed_28b_13ea,1.328,-6.022,-3.296,1.272,-5.656,-3.435,1.179,-5.209,-3.897,1.1885170889099999
3ed_38b_7ea,1.334,-5.819,-2.838,1.286,-5.431,-2.961,1.199,-5.002,-3.521,1.18861995381
1ed_38b_4ea,1.319,-6.119,-3.264,1.265,-5.753,-3.4,1.148,-5.316,-3.93,1.1887217414699998
6ed_44b_9ea,1.309,-5.832,-2.981,1.249,-5.456,-3.102,1.114,-4.991,-3.628,1.1887895999099998
11ed_38b_6ea,1.309,-5.922,-3.135,1.244,-5.533,-3.252,1.114,-5.081,-3.761,1.1887895999099998
11ed_36b_12ea,1.32,-6.126,-3.36,1.276,-5.772,-3.481,1.151,-5.299,-3.96,1.1888585355899999
6ed_44b_10ea,1.309,-5.826,-2.972,1.25,-5.452,-3.096,1.113,-4.98,-3.616,1.1891485498199998
7ed_44b_9ea,1.318,-5.853,-2.959,1.258,-5.465,-3.082,1.143,-5.025,-3.618,1.18930284717
3ed_38b_9ea,1.334,-5.948,-3.009,1.291,-5.578,-3.139,1.196,-5.147,-3.692,1.18969680354
13ed_38b_9ea,1.316,-5.979,-3.14,1.257,-5.588,-3.257,1.134,-5.154,-3.787,1.19010610866
7ed_44b_4ea,1.323,-5.952,-3.055,1.266,-5.575,-3.186,1.157,-5.143,-3.73,1.1903457676799998
20ed_38b_10ea,1.329,-5.887,-2.995,1.279,-5.514,-3.122,1.177,-5.068,-3.646,1.1904486325799999
10ed_38b_7ea,1.327,-5.757,-2.836,1.271,-5.365,-2.954,1.17,-4.918,-3.487,1.19053399425
7ed_44b_5ea,1.322,-5.851,-2.952,1.263,-5.462,-3.074,1.15,-5.023,-3.611,1.1916447732
6ed_44b_2ea,1.314,-5.836,-2.975,1.256,-5.464,-3.1,1.122,-4.996,-3.626,1.19198621988
6ed_44b_3ea,1.315,-5.889,-3.036,1.257,-5.519,-3.161,1.125,-5.055,-3.69,1.1921230139999999
7ed_44b_8ea,1.33,-6.024,-3.137,1.279,-5.657,-3.27,1.175,-5.224,-3.81,1.19238017625
7ed_44b_12ea,1.325,-5.97,-3.073,1.268,-5.593,-3.202,1.157,-5.157,-3.742,1.1927730553799998
3ed_38b_11ea,1.339,-5.969,-3.018,1.299,-5.61,-3.155,1.204,-5.171,-3.703,1.19289342351
6ed_44b_11ea,1.313,-5.846,-2.986,1.254,-5.475,-3.113,1.116,-5.002,-3.634,1.1929262754899999
17ed_38b_12ea,1.323,-6.241,-3.376,1.263,-5.862,-3.511,1.149,-5.446,-4.046,1.19321736696
10ed_44b_13ea,1.308,-6.092,-3.269,1.241,-5.724,-3.416,1.098,-5.279,-3.948,1.19331915462
6ed_44b_1ea,1.315,-5.869,-3.007,1.256,-5.5,-3.134,1.12,-5.034,-3.664,1.1939177635499998
21ed_44b_13ea,1.33,-6.141,-3.249,1.268,-5.766,-3.396,1.17,-5.375,-3.955,1.1941749258
7ed_44b_10ea,1.326,-5.875,-2.968,1.267,-5.489,-3.092,1.156,-5.047,-3.628,1.19434564914
1ed_28b_13ea,1.353,-6.082,-3.294,1.312,-5.728,-3.435,1.247,-5.297,-3.921,1.1944495912799997
20ed_38b_11ea,1.335,-5.909,-3.01,1.287,-5.543,-3.142,1.186,-5.095,-3.667,1.19449994649
7ed_44b_11ea,1.327,-5.891,-2.983,1.269,-5.508,-3.11,1.158,-5.066,-3.646,1.19484139317
7ed_38b_3ea,1.349,-6.02,-3.06,1.313,-5.665,-3.197,1.232,-5.228,-3.745,1.19497926453
5ed_38b_10ea,1.317,-5.882,-3.04,1.263,-5.52,-3.168,1.123,-5.035,-3.675,1.1952682015199998
13ed_16b_13ea,1.359,-6.157,-3.407,1.324,-5.807,-3.543,1.265,-5.372,-3.995,1.195270356
6ed_44b_7ea,1.316,-5.752,-2.874,1.255,-5.366,-2.992,1.119,-4.898,-3.519,1.19549035731
21ed_28b_13ea,1.37,-6.016,-3.186,1.341,-5.668,-3.33,1.298,-5.266,-3.839,1.1967750913200002
7ed_44b_1ea,1.331,-5.919,-3.003,1.274,-5.537,-3.13,1.165,-5.103,-3.675,1.1971833191999999
7ed_44b_2ea,1.332,-5.89,-2.971,1.275,-5.505,-3.097,1.167,-5.068,-3.638,1.1976790632299998
7ed_44b_7ea,1.33,-5.795,-2.87,1.269,-5.397,-2.987,1.16,-4.959,-3.528,1.1977644249
1ed_38b_5ea,1.328,-5.953,-3.071,1.269,-5.564,-3.194,1.151,-5.126,-3.728,1.1985676863899999
7ed_44b_3ea,1.334,-5.948,-3.034,1.278,-5.565,-3.159,1.171,-5.133,-3.705,1.19867055129
10ed_38b_2ea,1.343,-5.924,-3.012,1.296,-5.555,-3.14,1.199,-5.105,-3.667,1.1995427484599999
5ed_38b_11ea,1.323,-5.904,-3.057,1.271,-5.549,-3.188,1.131,-5.061,-3.696,1.1996784653399999
10ed_38b_6ea,1.341,-5.888,-2.967,1.29,-5.511,-3.092,1.19,-5.056,-3.618,1.2003460099499998
3ed_38b_6ea,1.351,-5.991,-3.0,1.308,-5.618,-3.131,1.223,-5.183,-3.687,1.20063710142
6ed_44b_6ea,1.323,-5.84,-2.963,1.263,-5.464,-3.085,1.127,-4.989,-3.609,1.2011142649799997
2ed_38b_8ea,1.36,-6.156,-3.21,1.336,-5.82,-3.35,1.251,-5.373,-3.886,1.20150929859
10ed_38b_8ea,1.354,-6.125,-3.259,1.322,-5.782,-3.389,1.23,-5.316,-3.893,1.2017653836
21ed_38b_4ea,1.35,-6.084,-3.137,1.304,-5.717,-3.281,1.216,-5.318,-3.842,1.20193610694
3ed_38b_2ea,1.355,-6.022,-3.038,1.315,-5.657,-3.173,1.231,-5.226,-3.73,1.2026200775399998
7ed_38b_8ea,1.359,-6.118,-3.184,1.334,-5.789,-3.33,1.244,-5.334,-3.858,1.20280830411
1ed_44b_13ea,1.322,-6.182,-3.327,1.256,-5.812,-3.477,1.117,-5.382,-4.023,1.20349012023
21ed_38b_5ea,1.349,-5.887,-2.93,1.297,-5.497,-3.059,1.208,-5.09,-3.62,1.2035940623699999
20ed_38b_2ea,1.35,-5.954,-3.029,1.302,-5.583,-3.159,1.209,-5.142,-3.692,1.20444875631
20ed_38b_6ea,1.348,-5.923,-2.988,1.298,-5.544,-3.115,1.202,-5.1,-3.647,1.20453411798
13ed_44b_13ea,1.315,-6.167,-3.334,1.245,-5.788,-3.48,1.089,-5.34,-4.019,1.2050452107599998
3ed_28b_13ea,1.375,-6.04,-3.212,1.348,-5.698,-3.357,1.29,-5.279,-3.862,1.20571490985
9ed_36b_5ea,1.353,-5.847,-2.994,1.309,-5.474,-3.107,1.215,-5.013,-3.617,1.2059359883999998
3ed_44b_5ea,1.34,-5.928,-2.992,1.278,-5.53,-3.113,1.17,-5.106,-3.663,1.2063113643
5ed_38b_7ea,1.33,-5.769,-2.875,1.271,-5.388,-2.995,1.135,-4.914,-3.523,1.20673817265
17ed_44b_13ea,1.341,-6.24,-3.329,1.275,-5.862,-3.479,1.17,-5.463,-4.033,1.20752500815
20ed_38b_3ea,1.358,-6.049,-3.127,1.314,-5.679,-3.253,1.225,-5.244,-3.79,1.2084147085499999
3ed_44b_12ea,1.344,-6.051,-3.113,1.286,-5.665,-3.241,1.177,-5.243,-3.795,1.20865329033
19ed_44b_13ea,1.346,-6.25,-3.328,1.281,-5.873,-3.479,1.183,-5.477,-4.035,1.20892687857
16ed_44b_4ea,1.331,-6.009,-3.109,1.269,-5.627,-3.237,1.132,-5.188,-3.788,1.2090286662299998
3ed_44b_9ea,1.345,-5.959,-3.013,1.285,-5.562,-3.134,1.178,-5.141,-3.688,1.2095079842699998
5ed_38b_6ea,1.335,-5.911,-3.037,1.28,-5.546,-3.163,1.143,-5.061,-3.68,1.20993479262
13ed_38b_6ea,1.34,-6.03,-3.143,1.28,-5.639,-3.265,1.159,-5.197,-3.797,1.21025981331
3ed_44b_11ea,1.346,-5.97,-3.023,1.286,-5.579,-3.149,1.179,-5.152,-3.698,1.21036267821
16ed_44b_5ea,1.333,-5.924,-3.013,1.269,-5.531,-3.134,1.135,-5.089,-3.68,1.2103791041999998
13ed_38b_2ea,1.342,-6.053,-3.176,1.285,-5.669,-3.3,1.165,-5.228,-3.833,1.21053340155
2ed_44b_4ea,1.34,-6.035,-3.111,1.28,-5.652,-3.24,1.158,-5.221,-3.794,1.21061876322
2ed_44b_5ea,1.339,-5.947,-3.018,1.276,-5.552,-3.14,1.153,-5.116,-3.687,1.2111998689199999
5ed_38b_2ea,1.338,-5.944,-3.076,1.286,-5.586,-3.206,1.149,-5.101,-3.721,1.21142202471
2ed_44b_9ea,1.338,-5.936,-3.01,1.275,-5.542,-3.132,1.148,-5.103,-3.679,1.21178097462
3ed_44b_2ea,1.35,-5.968,-3.011,1.292,-5.575,-3.136,1.188,-5.153,-3.691,1.2119867044200001
9ed_44b_13ea,1.285,-5.978,-3.302,1.207,-5.609,-3.442,0.968,-5.114,-3.96,1.2120688343699997
7ed_38b_5ea,1.34,-6.278,-2.85,1.335,-5.946,-2.979,1.153,-5.358,-3.659,1.21241351277
16ed_44b_12ea,1.335,-6.026,-3.121,1.274,-5.644,-3.248,1.135,-5.2,-3.796,1.2128063918999998
2ed_44b_8ea,1.346,-6.105,-3.192,1.291,-5.732,-3.324,1.172,-5.298,-3.873,1.21287532758
16ed_44b_8ea,1.339,-6.075,-3.184,1.282,-5.704,-3.315,1.148,-5.261,-3.862,1.2129946184699998
13ed_38b_3ea,1.345,-6.141,-3.279,1.29,-5.758,-3.4,1.168,-5.318,-3.932,1.21309748337
2ed_44b_12ea,1.342,-6.054,-3.129,1.282,-5.671,-3.257,1.157,-5.235,-3.807,1.21340500083
5ed_38b_8ea,1.348,-6.132,-3.311,1.311,-5.801,-3.444,1.177,-5.297,-3.932,1.21350786573
3ed_44b_7ea,1.35,-5.877,-2.908,1.289,-5.471,-3.024,1.183,-5.047,-3.579,1.21378145397
14ed_38b_13ea,1.24,-6.188,-3.551,1.188,-5.829,-3.696,0.811,-5.251,-4.169,1.21380999699
3ed_44b_3ea,1.353,-6.029,-3.075,1.295,-5.637,-3.198,1.193,-5.22,-3.758,1.2138328864199999
5ed_38b_3ea,1.343,-6.027,-3.171,1.293,-5.672,-3.297,1.159,-5.189,-3.813,1.2139007448599999
3ed_44b_1ea,1.351,-6.0,-3.043,1.291,-5.609,-3.168,1.186,-5.19,-3.728,1.21391824809
3ed_38b_3ea,1.371,-6.13,-3.133,1.333,-5.764,-3.266,1.253,-5.341,-3.829,1.21414148112
1ed_38b_1ea,1.348,-6.108,-3.19,1.293,-5.736,-3.323,1.174,-5.301,-3.872,1.21458471546
2ed_44b_10ea,1.344,-5.962,-3.027,1.282,-5.57,-3.149,1.159,-5.131,-3.695,1.21511438871
16ed_44b_9ea,1.339,-5.949,-3.03,1.276,-5.556,-3.149,1.141,-5.115,-3.7,1.2155072678399998
16ed_44b_10ea,1.339,-5.942,-3.021,1.276,-5.551,-3.143,1.141,-5.106,-3.688,1.2155072678399998
2ed_44b_11ea,1.345,-5.977,-3.041,1.284,-5.589,-3.166,1.161,-5.149,-3.713,1.2156101327399997
13ed_38b_8ea,1.35,-6.244,-3.422,1.306,-5.885,-3.549,1.177,-5.42,-4.054,1.21593515343
16ed_44b_11ea,1.34,-5.956,-3.034,1.278,-5.569,-3.159,1.143,-5.123,-3.704,1.21600301187
16ed_44b_2ea,1.341,-5.951,-3.028,1.279,-5.562,-3.151,1.145,-5.12,-3.702,1.2164987559
20ed_38b_8ea,1.372,-6.172,-3.275,1.339,-5.827,-3.409,1.249,-5.37,-3.922,1.21679092461
6ed_36b_13ea,1.359,-6.228,-3.259,1.331,-5.93,-3.44,1.205,-5.42,-3.926,1.2168073506
5ed_28b_13ea,1.366,-5.998,-3.195,1.323,-5.649,-3.339,1.227,-5.188,-3.813,1.21740595953
16ed_44b_7ea,1.343,-5.873,-2.932,1.279,-5.471,-3.048,1.149,-5.031,-3.6,1.21749024396
2ed_44b_7ea,1.349,-5.885,-2.93,1.286,-5.482,-3.045,1.166,-5.048,-3.598,1.21866995859
5ed_16b_13ea,1.389,-6.068,-3.221,1.366,-5.747,-3.368,1.299,-5.268,-3.823,1.21947537456
11ed_44b_13ea,1.3,-6.087,-3.346,1.225,-5.714,-3.494,0.997,-5.216,-4.019,1.21986394473
1ed_38b_10ea,1.351,-6.024,-3.1,1.295,-5.645,-3.227,1.169,-5.192,-3.761,1.2200203965599998
16ed_44b_1ea,1.345,-5.982,-3.052,1.283,-5.594,-3.177,1.148,-5.154,-3.732,1.22027648157
2ed_44b_1ea,1.351,-6.005,-3.058,1.29,-5.617,-3.184,1.168,-5.184,-3.74,1.22037934647
1ed_29b_13ea,1.376,-5.994,-3.141,1.331,-5.63,-3.283,1.252,-5.2,-3.784,1.2205686502799997
17ed_28b_13ea,1.39,-6.196,-3.342,1.345,-5.834,-3.488,1.297,-5.425,-3.994,1.2214069182299998
16ed_44b_3ea,1.348,-6.0,-3.075,1.287,-5.613,-3.197,1.153,-5.173,-3.752,1.22212266357
17ed_38b_4ea,1.362,-6.267,-3.318,1.304,-5.886,-3.457,1.2,-5.475,-4.01,1.2222430317000001
1ed_38b_9ea,1.354,-6.026,-3.103,1.297,-5.643,-3.226,1.172,-5.197,-3.768,1.22258447838
17ed_38b_5ea,1.363,-6.078,-3.117,1.302,-5.678,-3.244,1.202,-5.265,-3.799,1.22273877573
5ed_36b_13ea,1.374,-6.232,-3.397,1.347,-5.922,-3.546,1.238,-5.405,-3.988,1.22316666132
16ed_44b_6ea,1.35,-5.953,-3.012,1.288,-5.56,-3.133,1.155,-5.113,-3.682,1.22383205145
2ed_38b_4ea,1.356,-6.498,-3.083,1.352,-6.172,-3.218,1.175,-5.6,-3.899,1.22393491635
21ed_38b_1ea,1.378,-6.067,-3.049,1.331,-5.692,-3.188,1.248,-5.299,-3.77,1.2244317376199998
1ed_38b_11ea,1.358,-6.044,-3.112,1.304,-5.671,-3.243,1.178,-5.216,-3.777,1.22528535432
2ed_44b_6ea,1.358,-5.979,-3.017,1.296,-5.584,-3.138,1.176,-5.143,-3.689,1.22600325414
21ed_38b_9ea,1.376,-5.98,-2.976,1.326,-5.596,-3.105,1.233,-5.184,-3.674,1.2273886985699998
21ed_38b_10ea,1.376,-5.967,-2.958,1.327,-5.586,-3.09,1.233,-5.168,-3.652,1.2273886985699998
20ed_44b_9ea,1.356,-5.958,-3.001,1.291,-5.56,-3.125,1.164,-5.119,-3.674,1.22788336536
10ed_44b_5ea,1.355,-5.955,-3.002,1.29,-5.556,-3.126,1.159,-5.108,-3.673,1.22846447106
20ed_44b_5ea,1.359,-5.968,-3.004,1.294,-5.568,-3.129,1.172,-5.131,-3.679,1.2286526976299998
5ed_44b_13ea,1.312,-6.083,-3.295,1.243,-5.73,-3.443,1.013,-5.203,-3.973,1.22868447237
21ed_38b_11ea,1.38,-6.004,-2.988,1.334,-5.63,-3.126,1.241,-5.209,-3.687,1.2293716746899999
10ed_44b_9ea,1.356,-5.948,-2.993,1.291,-5.551,-3.117,1.158,-5.102,-3.664,1.23003706482
7ed_41b_13ea,1.372,-5.933,-2.961,1.357,-5.629,-3.122,1.212,-5.106,-3.627,1.23007207128
21ed_44b_5ea,1.374,-5.984,-2.969,1.312,-5.578,-3.092,1.217,-5.177,-3.666,1.23070460943
11ed_36b_5ea,1.372,-5.98,-3.108,1.322,-5.603,-3.228,1.21,-5.136,-3.735,1.2307899711
21ed_38b_7ea,1.382,-5.835,-2.78,1.328,-5.433,-2.903,1.242,-5.025,-3.481,1.2314400124799998
1ed_38b_7ea,1.366,-5.909,-2.928,1.305,-5.509,-3.047,1.186,-5.07,-3.601,1.23212290584
6ed_41b_13ea,1.361,-5.981,-3.032,1.34,-5.686,-3.196,1.167,-5.116,-3.678,1.2328747348799998
20ed_29b_13ea,1.402,-5.901,-3.038,1.369,-5.546,-3.179,1.305,-5.115,-3.677,1.23309904515
3ed_38b_8ea,1.395,-6.26,-3.274,1.368,-5.921,-3.417,1.28,-5.475,-3.961,1.23357728595
20ed_44b_7ea,1.368,-5.906,-2.911,1.304,-5.497,-3.03,1.188,-5.063,-3.586,1.23383229372
21ed_44b_7ea,1.38,-5.921,-2.881,1.319,-5.507,-2.999,1.228,-5.106,-3.576,1.2340380235199997
20ed_44b_10ea,1.366,-5.989,-3.012,1.303,-5.592,-3.138,1.18,-5.15,-3.687,1.2342766053
20ed_44b_4ea,1.365,-6.067,-3.1,1.302,-5.679,-3.233,1.175,-5.241,-3.79,1.2348577109999999
10ed_44b_10ea,1.363,-5.981,-3.012,1.3,-5.585,-3.137,1.168,-5.133,-3.684,1.23494307267
21ed_44b_10ea,1.38,-6.015,-2.985,1.32,-5.611,-3.11,1.225,-5.206,-3.683,1.2351148732499997
21ed_44b_4ea,1.381,-6.104,-3.075,1.321,-5.708,-3.207,1.228,-5.314,-3.789,1.23525166737
10ed_44b_7ea,1.366,-5.903,-2.917,1.301,-5.496,-3.036,1.177,-5.051,-3.588,1.23535345503
10ed_44b_4ea,1.362,-6.055,-3.098,1.299,-5.668,-3.23,1.162,-5.218,-3.784,1.23588312828
21ed_44b_9ea,1.381,-6.025,-2.995,1.32,-5.619,-3.118,1.226,-5.22,-3.696,1.23596956719
20ed_44b_11ea,1.368,-6.0,-3.021,1.306,-5.606,-3.149,1.182,-5.163,-3.7,1.23598599318
20ed_44b_12ea,1.365,-6.089,-3.125,1.302,-5.701,-3.257,1.171,-5.258,-3.81,1.23629351064
10ed_44b_12ea,1.36,-6.061,-3.115,1.296,-5.675,-3.245,1.154,-5.218,-3.794,1.2363274398600002
21ed_44b_11ea,1.382,-6.027,-2.995,1.323,-5.627,-3.122,1.228,-5.223,-3.696,1.23646531122
13ed_44b_9ea,1.362,-6.032,-3.071,1.295,-5.629,-3.195,1.16,-5.189,-3.751,1.2366010281
21ed_44b_2ea,1.385,-6.031,-2.99,1.326,-5.629,-3.116,1.237,-5.231,-3.696,1.2368756935799998
16ed_36b_13ea,1.38,-6.358,-3.354,1.35,-6.04,-3.521,1.22,-5.552,-4.033,1.2369096227999998
6ed_29b_13ea,1.399,-5.792,-2.909,1.371,-5.451,-3.059,1.283,-5.006,-3.558,1.23735501162
19ed_28b_13ea,1.416,-6.231,-3.337,1.376,-5.873,-3.489,1.34,-5.465,-4.0,1.2375268121999998
13ed_44b_5ea,1.365,-6.036,-3.07,1.298,-5.631,-3.194,1.167,-5.194,-3.751,1.2377293102799998
10ed_44b_11ea,1.366,-5.989,-3.018,1.303,-5.597,-3.146,1.17,-5.143,-3.694,1.2378661044000001
20ed_44b_2ea,1.372,-6.002,-3.015,1.31,-5.607,-3.143,1.19,-5.169,-3.699,1.2379689693
21ed_44b_12ea,1.383,-6.123,-3.094,1.324,-5.728,-3.225,1.227,-5.329,-3.803,1.2380379049799999
1ed_38b_2ea,1.375,-6.091,-3.132,1.32,-5.713,-3.26,1.199,-5.263,-3.804,1.23837935166
1ed_38b_3ea,1.378,-6.172,-3.229,1.325,-5.796,-3.354,1.207,-5.349,-3.899,1.2391486839299999
19ed_38b_4ea,1.389,-6.326,-3.318,1.335,-5.949,-3.462,1.244,-5.541,-4.023,1.23921761961
13ed_36b_4ea,1.383,-6.278,-3.372,1.343,-5.927,-3.504,1.223,-5.458,-4.022,1.23947370462
1ed_38b_6ea,1.375,-6.064,-3.092,1.318,-5.679,-3.218,1.195,-5.226,-3.763,1.2398151513
1ed_38b_8ea,1.383,-6.278,-3.372,1.343,-5.927,-3.504,1.222,-5.458,-4.022,1.23983265453
10ed_44b_8ea,1.366,-6.114,-3.181,1.307,-5.738,-3.315,1.164,-5.277,-3.863,1.24001980386
10ed_44b_1ea,1.368,-6.016,-3.044,1.305,-5.624,-3.172,1.17,-5.174,-3.728,1.2402933921000001
21ed_44b_1ea,1.388,-6.066,-3.019,1.329,-5.665,-3.147,1.237,-5.27,-3.731,1.2405166251299997
1ed_44b_5ea,1.373,-6.052,-3.06,1.308,-5.649,-3.185,1.186,-5.219,-3.746,1.24061841279
20ed_44b_1ea,1.373,-6.035,-3.047,1.31,-5.641,-3.176,1.186,-5.204,-3.736,1.24061841279
10ed_44b_2ea,1.371,-5.988,-3.006,1.309,-5.593,-3.133,1.179,-5.145,-3.687,1.24070377446
13ed_44b_7ea,1.373,-5.981,-2.986,1.307,-5.567,-3.104,1.185,-5.138,-3.667,1.2409773626999998
21ed_44b_3ea,1.391,-6.1,-3.055,1.332,-5.698,-3.181,1.244,-5.306,-3.766,1.24164490731
21ed_38b_6ea,1.397,-6.014,-2.95,1.348,-5.626,-3.082,1.263,-5.211,-3.654,1.24210672212
17ed_44b_5ea,1.384,-6.089,-3.063,1.32,-5.683,-3.189,1.219,-5.276,-3.759,1.2421231481099997
10ed_44b_6ea,1.372,-5.987,-3.004,1.308,-5.588,-3.128,1.178,-5.133,-3.677,1.24227636822
7ed_29b_13ea,1.409,-5.864,-2.981,1.385,-5.524,-3.128,1.303,-5.089,-3.635,1.24231245192
14ed_44b_7ea,1.386,-5.99,-2.943,1.323,-5.576,-3.063,1.225,-5.136,-3.633,1.24239673635
19ed_44b_5ea,1.387,-6.095,-3.06,1.325,-5.69,-3.186,1.228,-5.283,-3.757,1.2425335304699998
13ed_44b_10ea,1.37,-6.06,-3.088,1.303,-5.656,-3.213,1.167,-5.212,-3.769,1.2437975295300001
17ed_44b_7ea,1.389,-6.029,-2.979,1.326,-5.615,-3.099,1.231,-5.211,-3.673,1.24388396844
21ed_38b_2ea,1.402,-6.045,-2.986,1.357,-5.664,-3.121,1.273,-5.253,-3.694,1.24458544227
13ed_44b_11ea,1.372,-6.078,-3.102,1.307,-5.678,-3.23,1.171,-5.233,-3.786,1.24478901759
9ed_44b_5ea,1.341,-5.885,-3.043,1.268,-5.487,-3.163,1.066,-4.996,-3.7,1.2448557987899997
13ed_29b_13ea,1.404,-6.035,-3.175,1.356,-5.67,-3.321,1.279,-5.237,-3.817,1.2448590305099998
10ed_44b_3ea,1.374,-6.042,-3.067,1.312,-5.649,-3.193,1.177,-5.198,-3.751,1.24506260583
1ed_44b_7ea,1.383,-5.994,-2.968,1.319,-5.582,-3.087,1.206,-5.158,-3.655,1.24557585309
17ed_44b_10ea,1.389,-6.122,-3.083,1.327,-5.718,-3.21,1.226,-5.308,-3.779,1.24567871799
19ed_44b_7ea,1.393,-6.032,-2.973,1.331,-5.619,-3.094,1.239,-5.215,-3.668,1.24586694456
19ed_44b_10ea,1.392,-6.129,-3.082,1.331,-5.727,-3.21,1.235,-5.318,-3.779,1.2460891003499999
17ed_44b_9ea,1.39,-6.124,-3.085,1.328,-5.718,-3.21,1.227,-5.314,-3.785,1.2465334119299998
13ed_44b_4ea,1.37,-6.136,-3.173,1.304,-5.741,-3.305,1.159,-5.292,-3.868,1.24666912881
13ed_44b_12ea,1.368,-6.154,-3.199,1.302,-5.759,-3.329,1.152,-5.305,-3.888,1.24675449048
19ed_44b_9ea,1.393,-6.13,-3.084,1.331,-5.725,-3.209,1.236,-5.322,-3.784,1.24694379429
1ed_44b_10ea,1.38,-6.075,-3.071,1.316,-5.675,-3.196,1.192,-5.239,-3.757,1.2469602202799999
17ed_44b_4ea,1.391,-6.207,-3.168,1.329,-5.81,-3.301,1.229,-5.409,-3.879,1.24702915596
17ed_38b_10ea,1.389,-6.159,-3.146,1.33,-5.767,-3.276,1.222,-5.34,-3.831,1.24711451763
13ed_44b_2ea,1.376,-6.069,-3.09,1.31,-5.668,-3.216,1.176,-5.225,-3.777,1.24784884344
17ed_44b_11ea,1.392,-6.133,-3.089,1.33,-5.732,-3.219,1.23,-5.322,-3.789,1.2478838498999998
19ed_44b_4ea,1.395,-6.215,-3.165,1.334,-5.819,-3.299,1.24,-5.421,-3.878,1.2479352823499998
19ed_44b_11ea,1.395,-6.139,-3.087,1.334,-5.74,-3.218,1.239,-5.331,-3.789,1.24829423226
1ed_44b_9ea,1.382,-6.086,-3.077,1.318,-5.684,-3.201,1.195,-5.253,-3.768,1.2483106582499999
17ed_38b_1ea,1.393,-6.262,-3.24,1.334,-5.872,-3.376,1.231,-5.466,-3.949,1.24873854384
5ed_29b_13ea,1.402,-5.924,-3.064,1.358,-5.569,-3.21,1.261,-5.112,-3.695,1.24889284119
17ed_44b_2ea,1.396,-6.137,-3.084,1.335,-5.734,-3.212,1.24,-5.331,-3.788,1.2491489261999997
1ed_44b_11ea,1.384,-6.089,-3.077,1.321,-5.692,-3.206,1.198,-5.256,-3.768,1.2496610962199999
17ed_38b_9ea,1.392,-6.161,-3.152,1.333,-5.765,-3.278,1.225,-5.346,-3.841,1.2496785994499997
9ed_44b_7ea,1.353,-5.844,-2.96,1.281,-5.439,-3.075,1.093,-4.953,-3.62,1.2497278774199998
19ed_44b_12ea,1.396,-6.232,-3.184,1.335,-5.836,-3.317,1.237,-5.432,-3.892,1.2502257759299997
17ed_38b_7ea,1.396,-6.034,-2.975,1.335,-5.622,-3.097,1.237,-5.211,-3.67,1.2502257759299997
1ed_44b_4ea,1.382,-6.157,-3.155,1.319,-5.765,-3.288,1.189,-5.33,-3.857,1.2504643577099999
17ed_44b_12ea,1.393,-6.226,-3.186,1.331,-5.828,-3.318,1.226,-5.422,-3.893,1.25053329339
14ed_44b_9ea,1.375,-6.041,-3.029,1.312,-5.638,-3.155,1.165,-5.098,-3.718,1.2505836486
19ed_44b_2ea,1.4,-6.144,-3.081,1.34,-5.742,-3.21,1.249,-5.341,-3.787,1.2507729524099997
21ed_38b_3ea,1.412,-6.157,-3.095,1.368,-5.775,-3.227,1.289,-5.372,-3.805,1.25097868221
13ed_36b_12ea,1.384,-6.26,-3.351,1.339,-5.907,-3.481,1.194,-5.426,-3.994,1.25109689586
1ed_44b_2ea,1.388,-6.093,-3.072,1.326,-5.694,-3.2,1.206,-5.263,-3.768,1.25164407234
